N,P,K,temperature,humidity,ph,rainfall,label
120,21,196,23.693051783440197,91.23528912083354,5.894381810526832,100.3188461872878,apple
139,5,198,21.3264045271128,90.20397363604772,6.0592396653579845,114.15604101298054,apple
127,30,205,23.180841110774928,92.00846768816275,6.352582695009354,120.366974934269,apple
124,24,197,22.273933653738645,94.00455139459211,5.854964406125547,107.49687902826837,apple
130,16,204,21.837108696723497,91.03282403858252,5.682893186568931,115.90455166557204,apple
130,6,201,23.960767664831785,94.60661808805514,5.66920388905222,116.17131880549483,apple
122,18,204,21.11121947262925,91.63129206175904,5.738072301298567,115.650034325554,apple
132,19,204,22.36407235634564,90.79784430842068,6.124589866338126,107.70374341148188,apple
143,30,196,22.01624353510712,93.60415385348264,6.337946683240732,122.9267727826613,apple
129,28,199,21.40427999230946,93.39949748475615,6.092729947560919,107.01442114990056,apple
144,30,199,23.459670270715023,92.43639164252208,6.093791973353112,106.91693837209866,apple
121,9,201,22.76661536319393,91.650557363375,5.600516938129233,119.1694105070454,apple
136,5,196,21.4757992193339,91.40244861735296,5.648175838805967,119.14846498416104,apple
134,21,196,22.154761598125763,94.28033882237,6.492074410197586,112.071407900558,apple
120,30,204,21.301043152857257,92.160270400541,5.730627986276335,113.66575043856744,apple
138,14,195,23.377371908124285,91.0398558692169,5.6293095511404,119.57511830622144,apple
128,12,197,21.52891087362813,94.61030615305026,6.238517350590275,114.02327107007392,apple
124,29,203,21.24793745705534,91.198743515492,5.849594418903288,101.45249695905372,apple
120,18,199,23.01190112506739,91.58198745720132,5.682608521865435,122.84563241781552,apple
142,17,198,22.79304137006072,90.6588632141954,5.676792959993384,100.2505860406342,apple
133,6,205,22.619933521032827,90.12545378598766,6.124336177651575,119.3707640251683,apple
125,26,199,21.77014193840485,94.10523120922852,6.442050927736904,123.15473078777175,apple
139,7,203,22.408083128298784,94.36810284299328,6.465821972301118,114.94997266336388,apple
130,23,202,22.515486578323085,94.40256113696968,6.185795976303916,111.80343892943236,apple
135,16,196,23.08829768412373,92.62144650256072,6.180164464360555,124.30601300717962,apple
131,20,205,23.35506401152035,91.24884392583878,6.488101471201766,115.45522110102212,apple
128,8,200,23.601807641498212,92.08425689574348,6.269136300231045,101.27084858007488,apple
144,18,199,23.94502036113166,94.31981539795606,6.086575877461441,121.75909450392732,apple
126,27,205,23.023039426453117,92.55065781806888,6.168208962695692,117.14044288623744,apple
120,14,197,23.63123636846904,90.40806547616612,6.400929596888811,116.12008243656004,apple
142,22,196,21.278005377240422,93.5934331761198,6.151016082449988,112.82961196335354,apple
142,16,197,21.074702820140462,91.6780919448568,6.164186250969568,123.20227868447616,apple
134,8,197,23.380909897816096,90.5393047719233,5.789953121695602,123.15305865617884,apple
121,26,201,22.59463156137298,91.40383125416103,6.140776977309228,122.28548729061464,apple
126,28,196,21.901964839062504,91.7237928605164,6.161302816934793,105.3465858095467,apple
141,29,203,23.994665001855424,90.4331157467877,5.643474294399044,111.33229506289378,apple
120,18,198,21.48794026461739,92.40568938237364,6.32195172412723,104.495905531337,apple
126,30,201,23.5385665883162,94.50317004620436,5.870154697305066,116.33893927370822,apple
120,27,195,22.288464492186627,94.8286340591859,5.682443016199892,112.18242988810108,apple
140,10,197,23.966174203276225,92.58006619613548,6.068919139223658,119.26748853639889,apple
137,20,198,22.550435948529813,91.91660454690162,6.02722734254171,102.98038343905692,apple
145,27,199,22.185470883257505,90.64604542378837,6.033266033658094,106.7166074444698,apple
125,14,200,21.967025647907622,90.12141763252625,5.7904445237121145,120.45414618731854,apple
127,6,202,22.968910753470247,92.15914299375434,6.443150353592435,109.72748460651988,apple
124,26,200,22.195631006307853,92.70690314286928,5.695492427207753,102.28909457197716,apple
133,5,204,21.47617132476788,91.26075610556282,6.145052983187515,108.83538362780364,apple
121,28,202,21.08014336151027,94.67149627426448,5.566957912561693,102.12766194386673,apple
123,12,203,22.350451467925065,93.78304279722028,6.046564893018924,120.09336662863114,apple
127,19,202,21.4923010975996,91.34395117422028,6.138465790334115,120.83036767473688,apple
136,21,200,23.72643023417061,90.41551185952838,5.817416040091162,113.53195509697034,apple
128,17,202,23.562205937636104,94.5644056439288,5.81585451589614,110.05885799635404,apple
130,6,204,23.30628009332936,92.61731881759576,5.788924910420732,123.0728586854488,apple
120,9,203,22.78382319582337,91.12805189475256,5.879105579982215,108.64451828167088,apple
138,10,201,23.466415120687245,91.13059222890524,5.6861411763186105,112.65282005924315,apple
142,12,199,22.668320472663403,91.94091919047445,5.599538839260341,110.9202311228376,apple
131,16,201,22.807147810550664,93.83128074863416,6.262002406337278,110.84379643781206,apple
143,29,195,21.711271569563795,94.87372172634838,6.427029403546622,120.30850786600584,apple
122,28,201,22.524154775892036,93.14861288931084,5.842220697280439,114.71236321967773,apple
120,25,195,23.244398717577024,94.07241483821296,6.465843972932459,100.53668123401158,apple
124,10,196,23.496492981245527,94.70407131830622,5.739850496556045,119.25694498159064,apple
126,20,200,21.83884585136635,90.87134400271732,6.420163756849978,106.72477388450658,apple
143,19,201,22.995674601853626,92.04977035010042,6.343295741935229,117.80066439704692,apple
121,12,199,21.68669446285511,91.0825019464156,6.461186421778174,113.5839192796293,apple
139,24,205,21.51862591485361,90.54643763724532,5.978175188437588,120.41008599582752,apple
144,21,205,21.815050534123607,94.21018439988032,5.9788672839110815,111.63082479266777,apple
122,30,199,23.61753880753682,94.60436813854396,6.473370606280287,120.4436986170487,apple
124,19,200,23.961924770283137,90.27576393678002,5.819670310258784,113.6164496920457,apple
132,6,198,22.61774947759624,94.77190191424556,6.281176312614613,117.06550713863383,apple
144,25,203,23.819646152026305,91.76970772668092,6.138293237210464,120.40510545560228,apple
135,25,195,21.743976829704284,91.14177123326584,6.132850847936682,117.7670128198552,apple
131,13,204,22.33810676960546,92.26730660482932,6.299512627626428,108.93105336538008,apple
141,9,196,22.425160749164835,92.8783820671602,6.2991402822724,101.34665107802388,apple
124,30,197,22.48554301582374,93.61726707443457,5.722629226475581,112.61733643354052,apple
143,19,198,22.329704998260773,90.74600112986376,6.119959584338735,112.21522949832486,apple
139,22,200,21.519827468372128,94.85414851815312,6.188815933513098,100.90891945362976,apple
138,9,197,22.33419230704005,94.32820492559188,6.081293340202462,114.48497243196508,apple
124,7,202,21.35298432327152,93.2483800938694,5.669611636561182,123.36290208839353,apple
124,28,197,23.389304663217544,91.08172180229538,5.91754934775342,106.55086444225935,apple
140,25,197,23.385769064058152,92.66135057036452,5.78231583001193,121.582862237116,apple
145,23,201,23.83918309999595,94.0275471417815,6.308449543763664,117.03271461358833,apple
121,5,198,21.191739497283415,92.308179394034,6.040695035296325,109.22851269848464,apple
125,24,203,22.15177074497361,93.13781014114628,6.065244827755531,116.43634356541168,apple
138,11,204,21.420340293850128,90.56667089292748,6.4698244215647165,112.35109600141573,apple
134,19,195,21.075366263108556,94.8372766943192,5.549840525591114,104.68401951194303,apple
142,11,197,21.794017951236928,92.03972335420264,6.227179645548886,101.4780273530699,apple
132,8,198,23.049259699740954,93.39150712025,6.110258953526693,122.5387297176313,apple
145,5,196,23.81858311527711,93.62750378581546,5.791013461551604,117.06519925377388,apple
124,23,201,23.8000383686393,93.16140651115457,6.220083386852948,124.67763932795258,apple
129,24,196,23.551587138726266,92.4517085670934,5.843682541091303,106.12700560042612,apple
123,7,204,22.120867307305986,90.99801704352608,5.870594461026912,113.15895906735923,apple
139,27,200,21.053520004261895,94.16275297819662,5.537129461308848,106.44436243937317,apple
128,16,203,23.198975426132623,92.03979078591992,5.845728976319158,124.5267635149686,apple
142,16,203,21.234986934885107,92.6496432402084,5.874893614674393,117.18611542046794,apple
139,26,201,23.429305752929466,93.20101850368518,6.32684878602216,119.27631607192602,apple
123,6,201,22.98358860882424,90.24888995374548,5.668232176617969,102.65181866815831,apple
129,17,201,22.4736088757476,90.99249149897574,6.381356108759023,124.83361637629642,apple
125,17,197,23.311987448604444,90.57334047577524,5.642823789729246,113.59515207278103,apple
131,6,200,22.859336259782545,91.5292411882034,6.258982823318272,102.46393169921282,apple
134,25,202,21.073606536043567,90.23041464697724,5.815488773982612,122.20424120665184,apple
145,5,199,22.456533953964755,93.63504204404114,5.744094038296036,103.53916819705626,apple
137,26,198,23.637555445983686,93.1926445115122,5.863842853311169,119.44819238481006,apple
128,18,201,23.45989469780772,92.55718928549156,6.063819703766761,116.26568700287514,apple
120,9,205,23.08482641378245,91.26620010669728,6.082282965648213,118.05847951046256,apple
142,15,202,22.58803887463954,94.10498764112758,6.275261743697715,113.09718474738624,apple
137,25,202,21.10017272855616,91.09259820903942,5.867860236127095,113.70243074238452,apple
127,6,197,23.361862361075403,94.1086849468674,6.39644485727027,109.8871142077494,apple
145,7,205,22.36196196092269,91.95604677840018,5.958576746929166,103.53833076311244,apple
144,30,205,23.218003094542848,92.94120558310958,6.408411395317447,102.71736461445634,apple
133,28,202,22.87732307876677,93.11970645047568,6.4651925060890525,113.80089618664832,apple
126,21,199,21.69336391582617,93.01350023512934,5.898113831778779,114.7833129732077,apple
139,13,196,22.57763302000169,93.51614061317916,5.688996597361326,120.76886227982575,apple
140,26,197,22.2450015810052,90.50322677861396,6.137516695239474,104.55865344272944,apple
124,8,201,23.304094618793776,93.76070452746391,5.615176925401475,115.91837331335334,apple
128,30,203,21.78243192813541,92.1455554059716,5.538873432110683,110.43497519188446,apple
126,8,203,23.088492160065677,92.85226563543812,5.77820176739634,120.14947980312468,apple
144,13,200,23.33973528197331,94.48807018951616,5.651115038473749,117.97114823999176,apple
141,22,205,21.51818001915836,93.87858127112996,5.5872563283071655,108.2872820950256,apple
135,10,204,23.38656510795127,91.17996256844324,5.930912268975537,103.69570808658054,apple
135,23,205,21.562490595460385,93.63925110238527,6.04078599242386,118.70113466479836,apple
125,15,205,22.362152793038856,92.8943201924205,6.468407796374774,102.80994520592952,apple
140,7,202,23.29174211053152,90.04269482282493,5.809254877824835,104.27316118646146,apple
141,7,202,23.442787412919333,91.4849280007026,6.494914009315544,100.57944053205853,apple
129,18,197,22.73462273272248,92.16797767711596,5.720842401950826,107.4013295268135,apple
138,30,203,21.186114830255416,90.08847455748388,5.793634190179922,108.84315183510974,apple
130,18,201,23.44973289490016,91.43137778104344,6.303795021762391,101.25182570561624,apple
137,20,198,22.49861668215601,94.25018510851704,5.969452120893596,104.2144230828846,apple
135,12,202,22.97480374541045,91.34206678497296,5.818715850129244,117.85220634350333,apple
130,7,204,21.64461636501133,93.70191477928184,6.440747277816928,102.54752042033816,apple
123,21,201,22.371610678288175,91.47467378396732,6.197525816475151,101.27280752784384,apple
136,11,196,23.50081119119271,91.4896601681536,5.939914103540752,122.11373253405591,apple
127,28,196,22.74714769474127,93.05939420219192,5.587863397424049,122.3903275239616,apple
123,26,201,22.466124680632465,93.92605298046271,5.978817422413184,122.96507208323555,apple
140,26,195,21.66998417127411,92.55442283963929,5.892814459053285,109.66197692443916,apple
137,14,195,21.73847534202618,91.86809812314662,5.832894641998444,104.368424627437,apple
133,5,202,23.23241644888795,90.91920376559158,6.486131842385525,109.83867455405424,apple
135,25,203,23.905562018985027,91.32210061065766,5.524003558698862,112.04485988157062,apple
126,25,203,23.80647915420328,94.13955579840754,5.692042715852904,115.59306869127134,apple
121,27,203,23.697350737827577,90.61171614796778,5.75846154347937,115.61896563884208,apple
125,27,203,23.403285063741706,90.56033199340284,6.049879755432107,113.64188587853022,apple
133,5,196,22.40215258670016,93.43953776684327,5.977093260345876,107.23265001130537,apple
141,21,196,21.77830160222617,91.76659039763078,6.388843765756535,113.03402334403728,apple
120,23,205,22.75128550729821,92.0189222566549,6.024554197414635,121.86432211785991,apple
128,19,202,22.70564753153736,90.76929388495444,5.652420253552312,122.33322078341617,apple
140,21,199,21.79761495870638,93.3940923406876,5.551392030109055,103.46845929307962,apple
141,6,205,21.265123459678687,94.39118401756431,5.845118932483809,113.89536201941392,apple
133,19,200,21.61053841290298,93.96286327529384,6.33512085983791,106.55830130626828,apple
125,13,200,21.73422237710259,94.91845679890878,5.706603125495992,114.6367757482007,apple
142,12,197,23.892825470853257,90.11228189583252,6.112743726954124,120.69482716792932,apple
131,17,201,21.30358496273951,91.227595029583,5.686334868179419,113.85955043253864,apple
123,24,197,21.8766208564996,94.70363667631746,6.237650519767431,111.56155096628534,apple
144,24,204,22.300716148813265,92.39493197775164,5.806972290374163,114.09167064565756,apple
123,11,202,23.98107763318441,93.4430790011767,5.521675028125949,123.23286585019912,apple
137,25,204,21.84932903995773,91.1389476563838,6.435052710111787,117.32637618469842,apple
133,16,199,22.73248648341321,91.52226880249572,6.000995286735537,107.95769994901325,apple
142,10,199,23.834046381361247,94.2757903672084,5.765342881389518,118.970136368646,apple
136,25,197,22.409807271355977,91.34327702361948,5.692007853815145,122.97598624941251,apple
137,9,203,22.55761377833623,91.89925049180248,6.379750340644972,105.39049117745058,apple
127,14,198,21.72815145431151,94.80843351398336,5.930509346045255,121.54720593162114,apple
128,10,202,22.16229351865226,94.60319150803144,6.181486008099851,113.28319699979605,apple
139,16,196,21.82305924936223,91.86102340448718,5.62303514611779,119.96222912296878,apple
145,16,196,23.293308827346475,92.1928472033552,5.804937758152601,112.89508673065662,apple
128,12,201,22.42000812556941,91.12185420412985,5.994898546645628,121.82417072343084,apple
121,20,199,22.937740853047416,90.55299808546305,6.140851236462684,114.0595647355653,apple
144,6,197,21.98132803407273,93.48391836300068,6.232955598304128,117.7887540685498,apple
142,8,196,21.97116629761124,94.55941202247132,6.031371039448721,114.1266904729481,apple
123,12,205,22.15392542477992,93.64406832809978,5.534563541591818,110.99298997364836,apple
125,6,204,22.176265725727447,91.44749804736092,5.655048047682782,122.65122356831664,apple
135,25,195,23.51202136451615,92.43800890289847,5.72170804463366,118.18357883190473,apple
133,17,195,22.13867555383524,91.33979913667665,5.5745313745445575,100.6316675356185,apple
135,15,204,23.50716903982976,93.77530364303546,5.522285095446333,101.20283421643266,apple
123,17,203,23.833688963279183,94.38176761740333,6.357355335457238,100.31390598142244,apple
122,11,197,21.86873806189381,90.80971026569216,5.879919616621932,121.56512513111534,apple
139,7,203,22.409536241184316,91.09040473565818,6.361347285349948,107.97955028433422,apple
141,7,200,23.126468646609062,94.10389791348464,6.27769583729701,123.5283710132598,apple
120,22,203,22.4223442056304,90.0471029588333,6.115531181316944,104.87315830484312,apple
142,19,201,22.241169056102443,90.1684573436822,5.565339157163102,115.40147666380108,apple
121,5,203,23.452819552255196,93.65030216655482,6.405751235188173,114.12338928684626,apple
130,9,195,22.90746078770249,91.5248588424632,6.435937657271372,111.7015236650992,apple
134,17,199,21.368520266319692,90.6638101178064,5.81241911847192,121.5716104843354,apple
139,14,204,22.047412787970675,92.54363290354736,6.27863715179748,116.48965801336436,apple
142,6,198,21.77449806655881,92.3343080744477,5.531648597042226,113.04005006403256,apple
127,10,196,23.778284272379395,92.7484627007672,5.9924039923640455,122.66139178505348,apple
129,11,196,23.4238766504775,92.68559348484226,5.768934593015891,101.72333382590972,apple
126,5,195,22.78313145981705,92.14277882048884,6.204043533269788,119.10754661472068,apple
144,19,199,22.97454748138544,91.44088136937744,5.945002038285276,111.6953377070826,apple
138,9,196,23.94773789070262,93.38696224610476,6.214281860060163,103.26326895370464,apple
136,12,198,22.478260924202264,93.31631394860212,6.103232381908396,105.22354769737532,apple
139,26,195,23.56798707260528,92.25913043335336,6.174607801732131,124.63323952653596,apple
138,28,204,22.188413699106054,93.44714496017431,5.753480093320808,111.88163772426893,apple
143,12,197,22.213296771217333,91.54008905910186,5.931877617376423,124.80004582908364,apple
141,14,198,21.97663877336516,91.12814656518457,6.104860047923231,117.95902864016324,apple
130,22,203,22.641363490238337,91.45600723067597,5.762116246815982,107.66586780488733,apple
121,20,202,23.38056739231415,94.44080557438907,6.291445708303316,122.19169925310376,apple
142,30,196,23.23634377291262,93.6154096548438,5.528983477575457,124.890340330727,apple
120,26,198,22.57506769053724,93.49491304122748,5.889485665541507,113.3820185275802,apple
140,6,195,21.62954770596235,94.49044003601855,5.59383959079721,105.11639289402306,apple
134,6,202,21.9450615756216,92.28621251217098,5.774712423073173,119.64023837660434,apple
133,16,203,21.513992225069924,90.45917021625968,5.757997668947676,114.40386346134332,apple
131,9,199,21.683044460081,93.41475679031738,6.482736460385522,112.74641141047736,apple
141,9,195,23.94778145808568,93.44181326106352,6.041389506508515,100.95123434339122,apple
121,18,203,22.52244435753578,92.50195166596342,5.548314753000673,107.41917703335028,apple
140,14,196,21.083186769813672,92.4294574970783,6.240682195064343,120.98403303197225,apple
140,10,205,21.066066628307915,93.44212020893478,6.08232735861177,102.55945947036494,apple
138,10,196,23.475156959266634,90.03845081817782,5.82325629462825,111.68421813269852,apple
135,26,200,23.94384704778065,90.43970022871338,6.392772340111526,123.09197474301898,apple
140,11,204,22.75494346233047,92.17139164031845,5.884175196563083,101.21702795584248,apple
145,10,202,23.77590657358116,94.41844540072334,6.243580660265054,110.21782659748304,apple
128,19,200,21.910520387063546,90.82141084005428,5.607045324020196,112.13095440368195,apple
130,17,203,23.247216209122648,93.3034670411728,5.565313001559967,120.8846949291029,apple
128,9,198,22.113616012573896,91.17234677417224,6.279539483925552,102.99254950425232,apple
123,29,196,22.5927249591955,90.03542998930357,5.960024109548402,103.36392047996604,apple
121,7,203,22.754853286711164,90.89004702128072,5.6677408758508365,108.15717341553162,apple
126,28,200,21.33750820804361,94.2246119657425,6.021702679481583,111.2018110486051,apple
130,30,198,23.932286381969416,93.09978332977788,5.975592611517742,103.5152240412539,apple
122,29,203,21.26877516643428,94.6717244215436,5.689479241038144,119.5346688818803,apple
132,10,197,23.231967727866422,91.56737293947836,5.586669540183372,102.62022496382008,apple
144,19,200,22.986024766404757,91.76591337480984,5.717023813652399,111.06106011501844,apple
134,13,201,23.535083989952824,93.06704174426432,5.6002021052624,112.87410415773677,apple
127,13,195,23.695504221425395,92.60490113549032,5.747716791146775,115.26588744571032,apple
128,23,199,23.77225853936183,94.78276115841814,6.2256782024129125,101.18238800937908,apple
132,29,204,23.473589092213277,90.78308562794422,6.399778170711306,105.00144515774844,apple
141,17,195,23.122321231730982,94.25956877763348,6.158271563358092,122.8422654113622,apple
126,21,197,22.938441763247187,93.3026208891712,6.125132070640528,106.47292850027372,apple
122,27,198,21.998579311611337,94.49112623876805,5.700046939600773,122.99984734302514,apple
133,5,201,22.66194472449432,93.6309878133153,6.047091556268652,101.74922866053772,apple
120,8,195,21.90421150302545,94.72952096586188,6.145966433066154,103.2195265571988,apple
143,10,201,23.50720682717574,91.66222471637931,5.759435859134773,117.53160069083626,apple
139,27,205,23.39146130903535,93.73532161166,5.75603891093223,112.74513163838536,apple
131,29,195,22.890599132712588,93.2576256756748,5.5592304256979865,120.2916710478025,apple
141,16,205,21.40854264020309,90.88130794002984,6.239847778515662,122.061027079848,apple
132,30,201,22.77638265994915,94.31328334026324,5.805542921580335,112.23693489853096,apple
129,17,195,21.45850061475296,92.25398421125443,5.843040323356459,114.70740473296152,apple
133,25,197,22.55439930594937,92.3988805052484,6.201431553737688,101.52665945299847,apple
124,17,197,22.017570270798323,91.65743533253736,6.462135301988679,122.21443032278135,apple
139,6,204,23.785731227961183,94.49787191959564,5.664735419303732,116.28429097887457,apple
138,19,196,21.200677828292296,94.16075103633668,5.648052519560404,124.034381102699,apple
126,27,196,21.4292055402987,92.81034088431684,6.338174277605155,120.93403815874386,apple
128,14,195,23.56108994932456,93.97049434655578,6.288992214407982,114.55445168485376,apple
121,9,195,22.12346253795052,94.69050198093936,5.8321816548408,107.99846600071542,apple
143,23,196,21.703093943084404,94.06548951538724,5.540150918734953,117.58906345460925,apple
124,19,205,21.25044757168607,93.87683701434172,6.216388175411827,113.94286387698044,apple
144,16,196,21.90793533570328,91.78126132744266,6.070127115951085,110.05632499087224,apple
134,18,204,22.396265297007872,92.62332172622456,6.00850640166892,117.7885353977214,apple
123,14,198,22.805406547181192,92.38695864101057,5.708253378652346,121.64680010706913,apple
145,19,204,21.48935005391551,94.27686931297995,6.29881988287757,103.68266409679408,apple
137,21,199,22.750062674146044,91.3581124669598,5.649963510613868,100.47134185911862,apple
141,16,196,23.4351874417289,90.3545285794894,5.809454052780305,109.42733637724204,apple
132,19,200,23.03869092581667,90.45579069297922,5.762503406816553,100.98765040033804,apple
124,11,198,23.67348313620787,90.1809980396114,6.103825829676003,107.59609497750452,apple
121,16,198,23.318958687241047,92.67904896507328,5.690516919502294,112.6228047002811,apple
138,11,195,21.594085650060823,92.20945252324618,6.195583060754265,118.96114313887026,apple
136,5,195,23.892747896340254,90.9856823244854,6.387723941680285,118.56264190818555,apple
132,10,201,23.52774588555786,91.5429976195144,5.617894365943067,100.78053250098422,apple
126,12,201,23.69579758848676,90.85663789630368,6.279062650737312,107.2343767225118,apple
134,18,196,22.64010188542691,92.69706213416131,5.873342273008788,115.38500731053507,apple
131,10,198,21.12569014685645,90.7638465636725,5.521401908725637,106.39809582131558,apple
129,10,204,22.805417606870733,90.5175194753378,6.391263737229979,105.18550447527984,apple
131,8,197,21.824246802662103,94.0747509454764,5.683051183132039,111.65515697668172,apple
121,29,198,23.158278609028844,90.44874277205392,5.600065728942721,106.08129310494934,apple
132,7,200,21.657185338594942,91.02930492218228,5.915991438295549,117.26741221749418,apple
